State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Karnataka,Mangalore,Mangalore APMC,Pumpkin,Other,Local,25/02/2026,840.01,1119.37,965.53
West Bengal,Asansol,Asansol APMC,Lentil (Masur)(Whole),Other,FAQ,25/02/2026,4451.98,5833.75,5112.36
Rajasthan,Jaipur,Jaipur APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25/02/2026,3515.75,4437.73,4125.33
Maharashtra,Nashik,Nashik APMC,Onion,Other,FAQ,25/02/2026,1925.13,2462.9,2197.52
Haryana,Hisar,Hisar APMC,Carrot,Other,Local,25/02/2026,2398.63,3012.34,2726.96
Tamil Nadu,Salem,Salem APMC,Coffee,Other,FAQ,25/02/2026,12153.49,16056.94,13614.41
Haryana,Panipat,Panipat APMC,Tomato,Other,Local,25/02/2026,1587.04,1945.79,1689.31
Rajasthan,Udaipur,Udaipur APMC,Orange,Other,FAQ,25/02/2026,2396.52,3005.45,2811.9
Madhya Pradesh,Jabalpur,Jabalpur APMC,Coriander(Leaves),Other,Local,25/02/2026,3256.86,3998.02,3568.87
Andhra Pradesh,Tirupati,Tirupati APMC,Pomegranate,Other,Local,25/02/2026,5093.56,6639.03,5728.11
Karnataka,Belgaum,Belgaum APMC,Cotton,Other,FAQ,25/02/2026,5877.29,6796.91,6292.17
Uttar Pradesh,Meerut,Meerut APMC,Sweet Potato,Other,Local,25/02/2026,1728.45,1980.07,1865.53
Punjab,Ludhiana,Ludhiana APMC,Musk Melon,Other,FAQ,25/02/2026,1551.32,1950.9,1815.64
Maharashtra,Pune,Pune APMC,Green Chilli,Other,FAQ,25/02/2026,4295.02,5322.21,4969.68
Tamil Nadu,Coimbatore,Coimbatore APMC,Green Chilli,Other,FAQ,25/02/2026,3865.55,4404.69,4181.86
West Bengal,Asansol,Asansol APMC,Jute,Other,Local,25/02/2026,3805.27,4653.94,4416.22
Rajasthan,Jodhpur,Jodhpur APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25/02/2026,4306.23,5557.1,4793.39
Tamil Nadu,Trichy,Trichy APMC,Coffee,Other,Local,25/02/2026,11317.18,14210.24,12778.26
Haryana,Karnal,Karnal APMC,Onion,Other,FAQ,25/02/2026,2308.82,2809.87,2556.9
Andhra Pradesh,Kurnool,Kurnool APMC,Pomegranate,Other,FAQ,25/02/2026,6433.83,8193.73,7218.87
West Bengal,Asansol,Asansol APMC,Cabbage,Other,FAQ,25/02/2026,1186.36,1542.06,1343.87
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Drumstick,Other,FAQ,25/02/2026,3600.49,4553.77,4042.39
Maharashtra,Mumbai,Mumbai APMC,Musk Melon,Other,Local,25/02/2026,1924.79,2463.84,2102.51
Karnataka,Bangalore,Bangalore APMC,Water Melon,Other,FAQ,25/02/2026,938.79,1113.52,1049.49
Kerala,Kollam,Kollam APMC,Paddy(Common),Other,FAQ,25/02/2026,2206.37,2703.97,2533.11
Rajasthan,Jodhpur,Jodhpur APMC,Maize,Other,FAQ,25/02/2026,1485.59,1970.94,1648.75
Punjab,Patiala,Patiala APMC,Carrot,Other,Local,25/02/2026,2713.54,3140.39,2865.94
West Bengal,Howrah,Howrah APMC,Carrot,Other,FAQ,25/02/2026,2062.19,2471.49,2242.9
Madhya Pradesh,Indore,Indore APMC,Black Gram (Urd Beans)(Whole),Other,Local,25/02/2026,4285.54,5424.8,4985.96
Maharashtra,Kolhapur,Kolhapur APMC,Pomegranate,Other,Local,25/02/2026,6913.78,7908.73,7516.59
Rajasthan,Kota,Kota APMC,Orange,Other,FAQ,25/02/2026,2621.51,3154.92,2983.74
Karnataka,Mysore,Mysore APMC,Water Melon,Other,Local,25/02/2026,1199.25,1535.89,1339.87
Maharashtra,Nagpur,Nagpur APMC,Green Chilli,Other,FAQ,25/02/2026,4799.53,6150.6,5275.08
Karnataka,Bangalore,Bangalore APMC,Maize,Other,FAQ,25/02/2026,1811.78,2241.5,2025.89
Tamil Nadu,Madurai,Madurai APMC,Coffee,Other,FAQ,25/02/2026,11949.53,14746.64,13325.01
Andhra Pradesh,Guntur,Guntur APMC,Pomegranate,Other,Local,25/02/2026,5585.45,7080.26,6371.43
Karnataka,Hubli,Hubli APMC,Water Melon,Other,FAQ,25/02/2026,1121.07,1338.21,1225.54
Maharashtra,Mumbai,Mumbai APMC,Green Chilli,Other,FAQ,25/02/2026,3789.97,4494.21,4091.65
Andhra Pradesh,Guntur,Guntur APMC,Tomato,Other,FAQ,25/02/2026,1487.76,1951.62,1671.27
Madhya Pradesh,Gwalior,Gwalior APMC,Black Gram (Urd Beans)(Whole),Other,Local,25/02/2026,4816.7,5998.72,5212.98
Maharashtra,Nagpur,Nagpur APMC,Musk Melon,Other,FAQ,25/02/2026,1610.94,2033.56,1725.01
Rajasthan,Kota,Kota APMC,Onion,Other,Local,25/02/2026,1625.65,1853.2,1750.16
Rajasthan,Jodhpur,Jodhpur APMC,Orange,Other,FAQ,25/02/2026,2731.65,3320.03,3105.47
Karnataka,Bangalore,Bangalore APMC,Coffee,Other,Local,25/02/2026,11315.13,12810.75,11945.5
West Bengal,Howrah,Howrah APMC,Cabbage,Other,FAQ,25/02/2026,1413.75,1790.09,1503.62
Uttar Pradesh,Varanasi,Varanasi APMC,Bitter gourd,Other,Local,25/02/2026,2813.1,3616.15,3272.98
Karnataka,Mysore,Mysore APMC,Maize,Other,FAQ,25/02/2026,1776.36,2263.18,1954.02
West Bengal,Durgapur,Durgapur APMC,Carrot,Other,Local,25/02/2026,1821.1,2237.04,1957.83
West Bengal,Howrah,Howrah APMC,Bhindi(Ladies Finger),Other,FAQ,25/02/2026,2483.12,3356.65,2885.34
Andhra Pradesh,Guntur,Guntur APMC,Drumstick,Other,FAQ,25/02/2026,4012.25,4911.54,4458.11
Uttar Pradesh,Varanasi,Varanasi APMC,Sweet Potato,Other,FAQ,25/02/2026,1692.7,2035.97,1933.59
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Cotton,Other,FAQ,25/02/2026,6052.4,7481.14,6726.61
Punjab,Jalandhar,Jalandhar APMC,Carrot,Other,FAQ,25/02/2026,2538.89,3204.77,2824.14
Odisha,Bhubaneswar,Bhubaneswar APMC,Jute,Other,FAQ,25/02/2026,4000.49,4599.18,4329.85
Maharashtra,Kolhapur,Kolhapur APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25/02/2026,5312.1,7435.34,6236.93
West Bengal,Siliguri,Siliguri APMC,Bitter gourd,Other,Local,25/02/2026,2905.14,3373.64,3183.33
Madhya Pradesh,Bhopal,Bhopal APMC,Black Gram (Urd Beans)(Whole),Other,Local,25/02/2026,4452.55,5070.73,4782.13
Uttar Pradesh,Agra,Agra APMC,Maize,Other,FAQ,25/02/2026,1827.89,2248.76,1998.19
Rajasthan,Ajmer,Ajmer APMC,Onion,Other,Local,25/02/2026,1978.34,2285.09,2175.33
Maharashtra,Nagpur,Nagpur APMC,Maize,Other,Local,25/02/2026,1975.02,2501.22,2157.96
Haryana,Rohtak,Rohtak APMC,Maize,Other,FAQ,25/02/2026,2100.2,2583.36,2301.94
Uttar Pradesh,Meerut,Meerut APMC,Pumpkin,Other,FAQ,25/02/2026,862.55,1116.89,978.34
Tamil Nadu,Chennai,Chennai APMC,Drumstick,Other,FAQ,25/02/2026,4278.28,5450.52,4769.39
West Bengal,Durgapur,Durgapur APMC,Cabbage,Other,Local,25/02/2026,1245.11,1513.71,1323.23
Uttar Pradesh,Kanpur,Kanpur APMC,Bitter gourd,Other,FAQ,25/02/2026,2877.05,3585.9,3343.48
Madhya Pradesh,Indore,Indore APMC,Lentil (Masur)(Whole),Other,FAQ,25/02/2026,4074.94,4958.08,4339.84
Andhra Pradesh,Vijayawada,Vijayawada APMC,Cotton,Other,Local,25/02/2026,5383.38,6954.18,6188.29
West Bengal,Durgapur,Durgapur APMC,Bhindi(Ladies Finger),Other,Local,25/02/2026,2283.86,2569.84,2425.27
Uttar Pradesh,Agra,Agra APMC,Sweet Potato,Other,FAQ,25/02/2026,1669.74,2077.06,1893.91
West Bengal,Kolkata,Kolkata APMC,Pumpkin,Other,Local,25/02/2026,724.62,878.99,813.54
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Tomato,Other,FAQ,25/02/2026,1420.7,1646.46,1557.6
Andhra Pradesh,Vijayawada,Vijayawada APMC,Coriander(Leaves),Other,Local,25/02/2026,3220.71,4276.06,3598.81
Andhra Pradesh,Kurnool,Kurnool APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,4766.53,6211.59,5217.13
Madhya Pradesh,Ujjain,Ujjain APMC,Coriander(Leaves),Other,FAQ,25/02/2026,2650.11,3681.79,3097.75
West Bengal,Durgapur,Durgapur APMC,Jute,Other,Local,25/02/2026,3761.25,4262.89,3985.31
Andhra Pradesh,Kurnool,Kurnool APMC,Cotton,Other,FAQ,25/02/2026,5939.73,7347.36,6959.74
Punjab,Bathinda,Bathinda APMC,Maize,Other,FAQ,25/02/2026,2312.98,2651.6,2449.68
West Bengal,Asansol,Asansol APMC,Bitter gourd,Other,Local,25/02/2026,2793.23,3908.61,3266.98
Maharashtra,Nashik,Nashik APMC,Water Melon,Other,FAQ,25/02/2026,953.26,1208.93,1105.01
Kerala,Kochi,Kochi APMC,Coffee,Other,Local,25/02/2026,11659.91,15744.0,13205.32
Gujarat,Jamnagar,Jamnagar APMC,Pomegranate,Other,FAQ,25/02/2026,5001.96,6766.96,5840.16
Tamil Nadu,Trichy,Trichy APMC,Tomato,Other,FAQ,25/02/2026,1964.52,2483.45,2091.9
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Papaya,Other,Local,25/02/2026,2088.94,2643.1,2342.43
Maharashtra,Nashik,Nashik APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,4717.1,6206.76,5474.12
Gujarat,Surat,Surat APMC,Green Chilli,Other,FAQ,25/02/2026,4401.33,5782.26,5118.94
Punjab,Patiala,Patiala APMC,Maize,Other,FAQ,25/02/2026,2248.37,2645.43,2383.95
Madhya Pradesh,Jabalpur,Jabalpur APMC,Maize,Other,FAQ,25/02/2026,1558.5,1915.49,1734.08
Madhya Pradesh,Jabalpur,Jabalpur APMC,Orange,Other,FAQ,25/02/2026,2491.58,3374.79,2824.03
Uttar Pradesh,Agra,Agra APMC,Cabbage,Other,FAQ,25/02/2026,1225.69,1485.3,1322.14
Haryana,Rohtak,Rohtak APMC,Cotton,Other,FAQ,25/02/2026,6280.07,7457.08,6629.91
Haryana,Karnal,Karnal APMC,Tomato,Other,FAQ,25/02/2026,1715.57,2272.75,1956.08
Madhya Pradesh,Gwalior,Gwalior APMC,Orange,Other,FAQ,25/02/2026,3009.36,3564.32,3364.88
Punjab,Jalandhar,Jalandhar APMC,Maize,Other,Local,25/02/2026,2211.27,2849.51,2495.56
West Bengal,Durgapur,Durgapur APMC,Bitter gourd,Other,Local,25/02/2026,2962.72,3495.34,3193.4
Maharashtra,Pune,Pune APMC,Maize,Other,Local,25/02/2026,1696.18,2315.9,1984.61
Haryana,Rohtak,Rohtak APMC,Carrot,Other,Local,25/02/2026,2423.22,3114.67,2833.91
Andhra Pradesh,Vijayawada,Vijayawada APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,5477.99,7385.81,6403.86
Uttar Pradesh,Kanpur,Kanpur APMC,Musk Melon,Other,FAQ,25/02/2026,1642.85,1936.52,1744.3
Andhra Pradesh,Guntur,Guntur APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,5740.25,7301.38,6466.76
Madhya Pradesh,Indore,Indore APMC,Cotton,Other,FAQ,25/02/2026,5150.58,5928.94,5429.73
Bihar,Darbhanga,Darbhanga APMC,Bitter gourd,Other,FAQ,25/02/2026,2872.7,3405.07,3220.42
Uttar Pradesh,Meerut,Meerut APMC,Cabbage,Other,FAQ,25/02/2026,1265.42,1651.77,1388.18
Punjab,Patiala,Patiala APMC,Musk Melon,Other,Local,25/02/2026,1852.39,2387.54,2068.52
Maharashtra,Nagpur,Nagpur APMC,Pumpkin,Other,FAQ,25/02/2026,831.23,971.79,895.59
Haryana,Ambala,Ambala APMC,Cotton,Other,FAQ,25/02/2026,6521.07,8198.68,7486.29
Bihar,Muzaffarpur,Muzaffarpur APMC,Lentil (Masur)(Whole),Other,FAQ,25/02/2026,4822.54,6053.23,5244.84
Uttarakhand,Roorkee,Roorkee APMC,Apple,Other,FAQ,25/02/2026,8027.64,9779.89,9025.91
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Other,FAQ,25/02/2026,1521.42,1964.12,1713.26
Uttar Pradesh,Lucknow,Lucknow APMC,Musk Melon,Other,Local,25/02/2026,1664.46,2042.62,1796.08
Haryana,Ambala,Ambala APMC,Carrot,Other,FAQ,25/02/2026,2502.86,2919.85,2685.55
Uttar Pradesh,Meerut,Meerut APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,4614.76,6222.76,5354.13
Rajasthan,Kota,Kota APMC,Maize,Other,FAQ,25/02/2026,1580.63,1886.84,1683.75
Madhya Pradesh,Bhopal,Bhopal APMC,Onion,Other,FAQ,25/02/2026,1610.14,1958.69,1859.78
Gujarat,Surat,Surat APMC,Drumstick,Other,Local,25/02/2026,4279.93,5371.04,4532.19
Uttar Pradesh,Kanpur,Kanpur APMC,Coriander(Leaves),Other,Local,25/02/2026,2885.47,3882.24,3338.36
Karnataka,Bangalore,Bangalore APMC,Onion,Other,Local,25/02/2026,2030.19,2441.43,2253.47
Karnataka,Hubli,Hubli APMC,Carrot,Other,FAQ,25/02/2026,2157.51,2849.99,2502.23
Madhya Pradesh,Gwalior,Gwalior APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25/02/2026,3841.55,4759.19,4459.89
Uttar Pradesh,Meerut,Meerut APMC,Bhindi(Ladies Finger),Other,FAQ,25/02/2026,2382.51,2864.63,2693.14
Gujarat,Vadodara,Vadodara APMC,Onion,Other,FAQ,25/02/2026,2024.58,2547.88,2362.37
Kerala,Kochi,Kochi APMC,Drumstick,Other,FAQ,25/02/2026,4660.57,5526.23,5227.35
Karnataka,Hubli,Hubli APMC,Coffee,Other,FAQ,25/02/2026,11155.79,14160.19,12017.62
Karnataka,Mysore,Mysore APMC,Carrot,Other,Local,25/02/2026,2402.85,3026.6,2562.23
Maharashtra,Mumbai,Mumbai APMC,Pumpkin,Other,FAQ,25/02/2026,1039.31,1236.28,1122.19
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,5357.06,6361.28,5748.25
Uttar Pradesh,Agra,Agra APMC,Musk Melon,Other,FAQ,25/02/2026,1294.86,1783.47,1494.92
Madhya Pradesh,Indore,Indore APMC,Bengal Gram(Gram)(Whole),Other,Local,25/02/2026,4389.26,5538.51,5097.22
Haryana,Panipat,Panipat APMC,Cotton,Other,FAQ,25/02/2026,5647.75,6795.5,6061.35
Bihar,Bhagalpur,Bhagalpur APMC,Lentil (Masur)(Whole),Other,FAQ,25/02/2026,4538.44,5790.53,5188.76
Kerala,Thiruvananthapuram,Thiruvananthapuram APMC,Drumstick,Other,FAQ,25/02/2026,4168.56,5587.56,4795.63
Gujarat,Jamnagar,Jamnagar APMC,Onion,Other,FAQ,25/02/2026,2224.68,2984.84,2504.49
Punjab,Jalandhar,Jalandhar APMC,Musk Melon,Other,FAQ,25/02/2026,1958.76,2523.5,2189.66
West Bengal,Howrah,Howrah APMC,Bitter gourd,Other,FAQ,25/02/2026,3054.82,3978.47,3342.43
Uttar Pradesh,Varanasi,Varanasi APMC,Bhindi(Ladies Finger),Other,Local,25/02/2026,2742.08,3291.54,2959.46
Karnataka,Mangalore,Mangalore APMC,Coffee,Other,FAQ,25/02/2026,10152.66,12923.56,11598.02
Gujarat,Rajkot,Rajkot APMC,Pomegranate,Other,FAQ,25/02/2026,6577.28,8147.72,7546.88
Maharashtra,Pune,Pune APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,5712.4,7607.84,6641.81
Karnataka,Mysore,Mysore APMC,Onion,Other,Local,25/02/2026,1776.03,2439.72,2075.49
Gujarat,Surat,Surat APMC,Tomato,Other,FAQ,25/02/2026,1422.3,1686.3,1567.29
Gujarat,Vadodara,Vadodara APMC,Green Chilli,Other,Local,25/02/2026,3729.27,4565.79,4008.59
Uttar Pradesh,Kanpur,Kanpur APMC,Cabbage,Other,FAQ,25/02/2026,1286.87,1739.21,1451.48
Maharashtra,Kolhapur,Kolhapur APMC,Drumstick,Other,FAQ,25/02/2026,4232.14,5865.73,4901.6
Bihar,Gaya,Gaya APMC,Pumpkin,Other,FAQ,25/02/2026,837.97,1137.52,980.77
Madhya Pradesh,Ujjain,Ujjain APMC,Maize,Other,FAQ,25/02/2026,1613.72,1946.56,1755.94
Uttar Pradesh,Varanasi,Varanasi APMC,Musk Melon,Other,FAQ,25/02/2026,1392.66,1718.75,1581.96
Madhya Pradesh,Indore,Indore APMC,Onion,Other,Local,25/02/2026,2028.48,2512.89,2228.27
Gujarat,Ahmedabad,Ahmedabad APMC,Drumstick,Other,FAQ,25/02/2026,3857.58,5086.93,4483.73
West Bengal,Kolkata,Kolkata APMC,Bitter gourd,Other,FAQ,25/02/2026,2553.44,3084.06,2821.04
Uttar Pradesh,Varanasi,Varanasi APMC,Coriander(Leaves),Other,Local,25/02/2026,2847.55,3821.48,3249.49
Uttar Pradesh,Agra,Agra APMC,Bhindi(Ladies Finger),Other,FAQ,25/02/2026,2204.37,2709.95,2533.54
Uttarakhand,Haridwar,Haridwar APMC,Apple,Other,Local,25/02/2026,7268.66,9012.74,8504.35
Karnataka,Belgaum,Belgaum APMC,Coffee,Other,Local,25/02/2026,10610.44,13632.98,11499.07
Gujarat,Vadodara,Vadodara APMC,Pomegranate,Other,FAQ,25/02/2026,5289.78,6170.19,5794.36
Madhya Pradesh,Bhopal,Bhopal APMC,Orange,Other,Local,25/02/2026,2965.05,3732.99,3467.81
Gujarat,Ahmedabad,Ahmedabad APMC,Tomato,Other,FAQ,25/02/2026,1386.74,1793.65,1587.97
Bihar,Patna,Patna APMC,Pumpkin,Other,FAQ,25/02/2026,771.22,1059.01,891.52
Gujarat,Rajkot,Rajkot APMC,Green Chilli,Other,Local,25/02/2026,4555.31,6045.17,5080.17
Odisha,Sambalpur,Sambalpur APMC,Jute,Other,FAQ,25/02/2026,3513.26,4139.77,3882.22
Madhya Pradesh,Indore,Indore APMC,Orange,Other,Local,25/02/2026,2638.24,3233.46,3010.89
Punjab,Patiala,Patiala APMC,Cotton,Other,Local,25/02/2026,5787.99,7054.06,6430.53
Madhya Pradesh,Bhopal,Bhopal APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25/02/2026,4465.43,5624.51,4710.74
Rajasthan,Udaipur,Udaipur APMC,Maize,Other,Local,25/02/2026,1615.96,1931.51,1805.1
Uttar Pradesh,Varanasi,Varanasi APMC,Cabbage,Other,FAQ,25/02/2026,1355.61,1616.62,1492.85
Tamil Nadu,Coimbatore,Coimbatore APMC,Coriander(Leaves),Other,Local,25/02/2026,2976.36,3433.45,3230.6
Madhya Pradesh,Gwalior,Gwalior APMC,Maize,Other,FAQ,25/02/2026,1721.83,1981.6,1861.49
Gujarat,Ahmedabad,Ahmedabad APMC,Green Chilli,Other,FAQ,25/02/2026,4637.21,6131.91,5179.39
Punjab,Bathinda,Bathinda APMC,Cotton,Other,Local,25/02/2026,6704.61,8335.22,7151.6
Gujarat,Rajkot,Rajkot APMC,Tomato,Other,FAQ,25/02/2026,1740.44,2231.44,1943.54
Karnataka,Hubli,Hubli APMC,Pomegranate,Other,FAQ,25/02/2026,6313.7,8020.36,6860.74
Himachal Pradesh,Kullu,Kullu APMC,Apple,Other,FAQ,25/02/2026,6737.97,9188.64,7687.34
West Bengal,Kolkata,Kolkata APMC,Jute,Other,Local,25/02/2026,4505.41,5357.01,4888.71
Andhra Pradesh,Kurnool,Kurnool APMC,Drumstick,Other,FAQ,25/02/2026,4533.33,5733.44,4826.84
Assam,Dibrugarh,Dibrugarh APMC,Orange,Other,FAQ,25/02/2026,2823.5,3545.59,2976.0
Madhya Pradesh,Indore,Indore APMC,Maize,Other,FAQ,25/02/2026,1707.04,2219.77,1998.97
Punjab,Amritsar,Amritsar APMC,Musk Melon,Other,Local,25/02/2026,1482.87,1861.14,1656.76
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Other,FAQ,25/02/2026,1488.5,1835.14,1637.24
Maharashtra,Kolhapur,Kolhapur APMC,Orange,Other,Local,25/02/2026,3452.09,4144.75,3882.05
Madhya Pradesh,Jabalpur,Jabalpur APMC,Green Chilli,Other,FAQ,25/02/2026,3770.61,4684.98,3989.24
Haryana,Karnal,Karnal APMC,Cotton,Other,FAQ,25/02/2026,6038.82,8278.17,7069.03
Andhra Pradesh,Vijayawada,Vijayawada APMC,Jute,Other,Local,25/02/2026,4353.71,5232.36,4933.06
Tamil Nadu,Chennai,Chennai APMC,Coriander(Leaves),Other,Local,25/02/2026,3466.44,4423.27,3931.75
Maharashtra,Nashik,Nashik APMC,Pumpkin,Other,FAQ,25/02/2026,1074.54,1363.43,1184.2
Bihar,Gaya,Gaya APMC,Lentil (Masur)(Whole),Other,FAQ,25/02/2026,4962.41,6411.85,5558.27
Bihar,Gaya,Gaya APMC,Cabbage,Other,FAQ,25/02/2026,1014.8,1196.49,1093.65
Rajasthan,Ajmer,Ajmer APMC,Maize,Other,FAQ,25/02/2026,1650.9,1954.94,1852.42
Gujarat,Vadodara,Vadodara APMC,Drumstick,Other,Local,25/02/2026,4330.76,5010.57,4635.17
Uttar Pradesh,Varanasi,Varanasi APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,4998.3,6525.37,5488.26
Bihar,Gaya,Gaya APMC,Bitter gourd,Other,FAQ,25/02/2026,3274.61,4064.14,3498.26
Maharashtra,Nagpur,Nagpur APMC,Water Melon,Other,Local,25/02/2026,1053.34,1414.39,1233.66
Haryana,Panipat,Panipat APMC,Maize,Other,Local,25/02/2026,2028.71,2673.27,2355.74
Andhra Pradesh,Tirupati,Tirupati APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,4602.84,6335.66,5395.74
Tamil Nadu,Salem,Salem APMC,Coriander(Leaves),Other,FAQ,25/02/2026,3155.57,3958.94,3449.87
Maharashtra,Pune,Pune APMC,Musk Melon,Other,FAQ,25/02/2026,1566.2,2091.2,1774.93
Gujarat,Jamnagar,Jamnagar APMC,Drumstick,Other,FAQ,25/02/2026,4482.3,5640.48,5157.45
Madhya Pradesh,Gwalior,Gwalior APMC,Green Chilli,Other,Local,25/02/2026,3725.9,5118.23,4311.01
Karnataka,Mysore,Mysore APMC,Coffee,Other,Local,25/02/2026,11109.43,13713.12,12128.64
Punjab,Ludhiana,Ludhiana APMC,Carrot,Other,Local,25/02/2026,2573.11,3345.98,2792.69
Bihar,Muzaffarpur,Muzaffarpur APMC,Bhindi(Ladies Finger),Other,FAQ,25/02/2026,2165.14,2907.91,2467.11
Kerala,Thrissur,Thrissur APMC,Coffee,Other,FAQ,25/02/2026,10487.82,13059.85,11985.03
West Bengal,Siliguri,Siliguri APMC,Carrot,Other,FAQ,25/02/2026,2008.57,2730.41,2359.77
Bihar,Muzaffarpur,Muzaffarpur APMC,Cabbage,Other,FAQ,25/02/2026,1049.29,1250.93,1135.55
Uttar Pradesh,Kanpur,Kanpur APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,4876.51,6231.23,5566.35
Punjab,Jalandhar,Jalandhar APMC,Cotton,Other,Local,25/02/2026,5316.18,6933.65,5780.53
Odisha,Rourkela,Rourkela APMC,Jute,Other,FAQ,25/02/2026,3799.76,4763.68,4452.58
Maharashtra,Pune,Pune APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25/02/2026,4984.46,6043.97,5256.49
Maharashtra,Kolhapur,Kolhapur APMC,Pumpkin,Other,FAQ,25/02/2026,934.49,1244.45,1087.3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Other,FAQ,25/02/2026,1474.91,1898.48,1725.48
Gujarat,Vadodara,Vadodara APMC,Coriander(Leaves),Other,Local,25/02/2026,3133.97,3599.94,3332.11
Gujarat,Jamnagar,Jamnagar APMC,Coriander(Leaves),Other,Local,25/02/2026,3270.99,4177.63,3503.96
Maharashtra,Kolhapur,Kolhapur APMC,Onion,Other,FAQ,25/02/2026,2183.18,2745.82,2440.66
Uttar Pradesh,Meerut,Meerut APMC,Coriander(Leaves),Other,Local,25/02/2026,3405.22,4105.01,3767.45
Bihar,Patna,Patna APMC,Cabbage,Other,Local,25/02/2026,1151.22,1391.34,1238.2
Punjab,Bathinda,Bathinda APMC,Musk Melon,Other,FAQ,25/02/2026,1777.72,2459.47,2065.72
Karnataka,Bangalore,Bangalore APMC,Carrot,Other,FAQ,25/02/2026,1932.13,2503.31,2166.54
Uttar Pradesh,Agra,Agra APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,25/02/2026,5346.84,6529.95,5829.82
Maharashtra,Kolhapur,Kolhapur APMC,Water Melon,Other,FAQ,25/02/2026,984.05,1207.69,1146.55
Uttar Pradesh,Lucknow,Lucknow APMC,Coriander(Leaves),Other,FAQ,25/02/2026,2525.99,3002.32,2833.28
Odisha,Berhampur,Berhampur APMC,Jute,Other,Local,25/02/2026,4216.99,5402.12,4505.7
Gujarat,Surat,Surat APMC,Pomegranate,Other,Local,25/02/2026,5346.35,6502.46,6085.31
Madhya Pradesh,Gwalior,Gwalior APMC,Onion,Other,FAQ,25/02/2026,1604.27,2027.39,1721.92
Uttarakhand,Dehradun,Dehradun APMC,Apple,Other,FAQ,25/02/2026,8115.61,10481.19,9277.47
Maharashtra,Mumbai,Mumbai APMC,Drumstick,Other,Local,25/02/2026,4355.31,5294.86,4779.31
Bihar,Patna,Patna APMC,Bhindi(Ladies Finger),Other,Local,25/02/2026,2293.39,3008.83,2614.78
Bihar,Bhagalpur,Bhagalpur APMC,Bitter gourd,Other,Local,25/02/2026,3097.43,3928.44,3362.02
Kerala,Thiruvananthapuram,Thiruvananthapuram APMC,Coffee,Other,FAQ,25/02/2026,10953.88,13757.59,12626.8
Madhya Pradesh,Ujjain,Ujjain APMC,Orange,Other,Local,25/02/2026,2796.69,3614.15,3208.53
Tamil Nadu,Salem,Salem APMC,Tomato,Other,Local,25/02/2026,1465.23,1757.41,1580.52
Karnataka,Bangalore,Bangalore APMC,Pomegranate,Other,FAQ,25/02/2026,6918.62,8483.74,7462.82
Uttar Pradesh,Kanpur,Kanpur APMC,Bhindi(Ladies Finger),Other,FAQ,25/02/2026,2459.59,2804.0,2656.51
Madhya Pradesh,Jabalpur,Jabalpur APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25/02/2026,4093.66,5105.27,4517.84
Haryana,Panipat,Panipat APMC,Carrot,Other,FAQ,25/02/2026,1941.47,2460.36,2254.37
Tamil Nadu,Madurai,Madurai APMC,Coriander(Leaves),Other,FAQ,25/02/2026,3033.92,3773.51,3293.63
Gujarat,Jamnagar,Jamnagar APMC,Green Chilli,Other,Local,25/02/2026,4552.96,5748.7,5196.66
Uttar Pradesh,Meerut,Meerut APMC,Musk Melon,Other,Local,25/02/2026,1278.03,1546.64,1454.26
Madhya Pradesh,Ujjain,Ujjain APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25/02/2026,4097.47,5080.49,4515.54
Maharashtra,Mumbai,Mumbai APMC,Water Melon,Other,Local,25/02/2026,1222.93,1461.61,1331.55
Kerala,Kozhikode,Kozhikode APMC,Coffee,Other,Local,25/02/2026,10621.06,13900.27,12080.81
