n_soil,p_soil,k_soil,temperature,humidity,ph,rainfall,state,crop,yield_t_ha
78.8,55.9,32.3,29.9,60.1,6.85,1128.3,Chhattisgarh,cotton,1.15
51.9,62.9,39.5,26.2,65.5,6.85,1178.7,Chhattisgarh,cotton,1.15
62.7,39.6,35.4,25.4,71.5,6.64,1264.0,Chhattisgarh,cotton,1.15
51.0,13.5,48.6,21.5,55.9,7.45,1133.7,Chhattisgarh,cotton,1.15
18.5,56.0,33.6,30.6,62.7,6.18,1251.8,Chhattisgarh,cotton,1.15
35.8,44.9,46.8,29.8,67.5,7.69,1160.8,Chhattisgarh,cotton,1.15
62.7,38.3,59.7,30.6,70.3,7.1,1530.3,Chhattisgarh,cotton,1.15
45.0,15.6,30.3,25.8,80.9,7.52,1293.4,Chhattisgarh,cotton,1.15
69.3,31.5,60.9,30.6,70.4,6.96,1405.2,Chhattisgarh,cotton,1.15
58.9,18.1,55.3,30.5,73.0,6.29,1301.5,Chhattisgarh,jute,1.87
7.1,26.7,57.7,28.6,54.4,6.09,1011.2,Chhattisgarh,jute,1.87
44.4,38.0,56.0,29.4,67.6,6.37,1179.9,Chhattisgarh,jute,1.87
81.8,54.5,26.6,21.8,67.5,6.4,1338.8,Chhattisgarh,jute,1.87
26.5,31.4,39.2,24.7,76.9,7.43,1219.2,Chhattisgarh,jute,1.87
77.8,35.7,30.7,24.9,76.1,6.18,1233.1,Chhattisgarh,jute,1.87
37.1,47.6,44.6,31.4,74.8,6.71,1387.5,Chhattisgarh,jute,1.87
54.9,41.3,49.3,24.5,83.6,6.82,1603.2,Chhattisgarh,jute,1.87
36.5,25.9,43.7,27.4,66.3,5.87,1259.8,Chhattisgarh,jute,1.87
64.3,24.3,35.9,28.1,76.3,6.36,1179.8,Chhattisgarh,jute,1.87
62.3,37.5,25.3,25.6,65.3,6.51,1189.9,Chhattisgarh,coffee,0.68
49.0,37.8,46.4,27.3,91.3,5.87,1436.8,Chhattisgarh,coffee,0.68
58.4,23.3,36.2,22.5,70.7,6.35,1197.2,Chhattisgarh,coffee,0.68
38.8,52.2,38.4,27.6,71.4,6.55,1251.0,Chhattisgarh,coffee,0.68
90.4,66.8,54.5,27.1,69.6,7.05,1186.4,Chhattisgarh,coffee,0.68
94.2,49.5,37.2,27.8,75.0,6.29,1455.2,Chhattisgarh,coffee,0.68
85.5,36.8,35.2,26.7,60.7,5.67,1235.0,Chhattisgarh,coffee,0.68
40.8,61.2,35.4,28.4,65.0,7.39,1270.9,Chhattisgarh,coffee,0.68
35.1,48.0,42.6,30.6,68.8,6.55,1073.9,Chhattisgarh,coffee,0.68
76.7,40.8,38.8,26.3,67.7,6.92,1161.2,Chhattisgarh,coffee,0.68
74.9,20.7,20.8,31.2,61.8,6.55,1259.8,Chhattisgarh,tea,1.27
66.9,40.6,50.4,22.7,75.4,6.47,1070.2,Chhattisgarh,tea,1.27
49.4,20.8,23.3,25.7,79.5,6.66,1494.9,Chhattisgarh,tea,1.27
61.5,58.6,54.5,24.2,70.6,6.14,1278.3,Chhattisgarh,tea,1.27
93.2,32.3,28.1,23.6,66.8,8.37,1520.9,Chhattisgarh,tea,1.27
2.5,39.6,33.7,30.0,60.6,5.98,1214.3,Chhattisgarh,tea,1.27
46.2,47.8,36.7,30.0,63.5,6.93,1126.4,Chhattisgarh,tea,1.27
72.3,34.0,48.9,19.7,63.7,7.08,1269.7,Chhattisgarh,tea,1.27
26.0,31.5,43.8,24.6,79.3,7.04,1400.2,Chhattisgarh,tea,1.27
80.6,33.8,54.9,30.2,69.0,5.69,945.0,Chhattisgarh,tea,1.27
79.8,20.7,30.8,28.4,59.6,8.02,1335.6,Chhattisgarh,mustard,0.85
89.6,52.5,14.6,29.2,69.9,6.77,1296.2,Chhattisgarh,mustard,0.85
81.1,59.7,28.1,27.2,81.2,6.7,1330.4,Chhattisgarh,mustard,0.85
64.3,65.4,47.5,33.2,83.9,6.69,1345.1,Chhattisgarh,mustard,0.85
101.0,26.3,47.6,29.3,67.8,6.61,1263.5,Chhattisgarh,mustard,0.85
74.0,57.7,47.4,23.2,82.0,7.4,1263.2,Chhattisgarh,mustard,0.85
46.9,29.1,50.7,21.4,78.8,6.57,1342.7,Chhattisgarh,mustard,0.85
0.0,18.7,33.2,24.3,76.1,6.95,1590.1,Chhattisgarh,mustard,0.85
70.3,32.2,52.2,25.6,65.8,6.8,1542.9,Chhattisgarh,mustard,0.85
81.0,52.2,59.6,30.0,60.2,7.07,1543.5,Chhattisgarh,mustard,0.85
29.6,39.8,29.3,27.4,79.1,7.17,1272.4,Chhattisgarh,tomato,21.25
73.2,22.0,22.5,30.4,45.8,6.16,1401.5,Chhattisgarh,tomato,21.25
64.4,6.0,45.3,24.4,71.0,6.19,1196.2,Chhattisgarh,tomato,21.25
24.0,35.7,52.4,25.7,67.0,6.15,1107.1,Chhattisgarh,tomato,21.25
40.0,42.7,64.6,29.9,75.0,7.5,1370.2,Chhattisgarh,tomato,21.25
81.5,42.6,44.5,22.8,67.5,6.22,1207.8,Chhattisgarh,tomato,21.25
46.5,57.2,36.3,26.6,88.1,6.89,1301.2,Chhattisgarh,tomato,21.25
81.2,32.0,35.8,25.9,72.0,6.73,1157.6,Chhattisgarh,tomato,21.25
68.1,47.3,35.3,26.5,60.9,5.75,1127.9,Chhattisgarh,tomato,21.25
74.4,46.3,59.3,27.1,70.4,6.67,1140.0,Chhattisgarh,tomato,21.25
78.1,44.6,30.5,28.1,76.1,5.83,1458.6,Chhattisgarh,onion,12.75
51.0,3.2,49.7,31.0,61.0,5.66,1499.2,Chhattisgarh,onion,12.75
47.7,56.1,22.1,31.2,78.6,6.77,999.4,Chhattisgarh,onion,12.75
52.8,52.1,23.1,25.4,73.2,5.92,1495.1,Chhattisgarh,onion,12.75
82.1,42.9,44.3,25.4,74.7,6.2,1270.5,Chhattisgarh,onion,12.75
50.2,57.2,52.1,24.0,80.7,6.1,1577.9,Chhattisgarh,onion,12.75
91.4,66.3,42.9,26.2,67.6,6.69,1147.9,Chhattisgarh,onion,12.75
11.8,35.2,40.4,28.7,73.2,6.57,1475.4,Chhattisgarh,onion,12.75
42.5,31.9,61.1,17.4,79.0,6.78,1299.8,Chhattisgarh,onion,12.75
77.9,48.6,25.4,24.1,66.2,5.44,1298.7,Chhattisgarh,onion,12.75
72.8,54.0,40.8,24.8,71.8,5.76,1417.8,Chhattisgarh,potato,17.0
59.1,50.7,37.4,30.9,71.4,5.5,1250.0,Chhattisgarh,potato,17.0
74.5,24.8,38.7,30.2,74.1,5.22,1346.7,Chhattisgarh,potato,17.0
33.2,42.2,53.8,27.2,60.9,5.7,1329.2,Chhattisgarh,potato,17.0
81.8,53.0,29.1,26.0,73.1,5.5,1374.8,Chhattisgarh,potato,17.0
33.0,43.1,50.3,27.2,71.4,6.22,1233.4,Chhattisgarh,potato,17.0
72.4,39.6,30.9,29.7,81.2,6.38,1435.3,Chhattisgarh,potato,17.0
70.2,44.4,39.1,25.0,53.5,5.02,1302.2,Chhattisgarh,potato,17.0
34.5,45.0,57.5,17.3,62.2,6.89,1425.1,Chhattisgarh,potato,17.0
57.8,33.6,45.9,29.9,59.8,6.55,1359.8,Chhattisgarh,potato,17.0
78.8,52.3,43.1,28.3,74.1,6.32,1397.3,Chhattisgarh,brinjal,17.0
54.8,40.0,55.6,26.9,73.3,6.41,1245.1,Chhattisgarh,brinjal,17.0
98.6,22.4,40.5,23.4,80.0,6.47,1229.7,Chhattisgarh,brinjal,17.0
23.3,58.9,26.7,28.5,77.5,7.59,1217.3,Chhattisgarh,brinjal,17.0
42.9,34.9,34.1,21.3,83.1,6.29,1276.0,Chhattisgarh,brinjal,17.0
72.5,56.6,28.4,28.1,60.3,6.67,1343.8,Chhattisgarh,brinjal,17.0
50.5,42.8,42.5,26.8,68.4,5.82,1136.4,Chhattisgarh,brinjal,17.0
47.7,27.9,34.3,26.8,70.7,6.78,1323.5,Chhattisgarh,brinjal,17.0
62.4,46.4,30.8,24.5,67.0,6.15,1037.0,Chhattisgarh,brinjal,17.0
71.5,28.0,58.1,27.5,58.0,6.83,1305.0,Chhattisgarh,brinjal,17.0
65.8,34.0,30.7,22.6,59.7,5.82,1246.4,Chhattisgarh,green chilli,6.8
59.0,21.4,49.0,27.4,89.4,6.3,1634.9,Chhattisgarh,green chilli,6.8
74.9,16.5,28.1,28.0,56.0,6.05,1061.1,Chhattisgarh,green chilli,6.8
102.8,53.2,36.6,31.5,80.1,7.16,1216.1,Chhattisgarh,green chilli,6.8
53.8,26.8,38.9,24.6,61.4,7.07,1400.7,Chhattisgarh,green chilli,6.8
42.4,51.3,43.1,26.1,82.7,6.65,1566.6,Chhattisgarh,green chilli,6.8
71.3,47.8,29.2,25.3,81.7,7.08,1246.3,Chhattisgarh,green chilli,6.8
32.9,59.9,50.7,23.6,60.8,7.42,1223.9,Chhattisgarh,green chilli,6.8
50.2,31.8,43.6,22.8,71.9,5.8,1090.0,Chhattisgarh,green chilli,6.8
32.7,24.1,47.2,29.2,68.7,6.18,1507.3,Chhattisgarh,green chilli,6.8
73.9,25.9,43.5,27.9,75.7,7.87,1177.2,Chhattisgarh,carrot,12.75
71.1,58.0,57.2,27.5,59.5,5.6,1424.0,Chhattisgarh,carrot,12.75
66.9,41.5,42.8,29.9,74.4,6.69,1211.0,Chhattisgarh,carrot,12.75
80.8,33.1,49.7,25.8,74.7,7.38,1399.1,Chhattisgarh,carrot,12.75
88.3,35.5,41.0,25.9,56.7,7.03,1385.3,Chhattisgarh,carrot,12.75
70.0,54.8,28.6,22.9,79.9,6.46,1332.2,Chhattisgarh,carrot,12.75
30.7,57.7,46.7,25.3,86.7,5.82,1250.6,Chhattisgarh,carrot,12.75
79.7,53.8,25.1,26.1,76.0,7.24,1508.3,Chhattisgarh,carrot,12.75
74.0,41.1,38.2,28.5,81.5,6.39,1259.0,Chhattisgarh,carrot,12.75
82.9,52.7,35.0,23.0,56.3,6.57,1134.3,Chhattisgarh,carrot,12.75
77.9,19.4,56.1,26.0,63.6,6.23,1170.3,Chhattisgarh,cabbage,21.25
90.3,48.1,41.0,23.4,69.6,6.11,905.4,Chhattisgarh,cabbage,21.25
46.1,47.3,35.7,26.6,78.3,6.93,1594.1,Chhattisgarh,cabbage,21.25
16.1,29.9,49.1,28.3,70.8,6.2,1334.0,Chhattisgarh,cabbage,21.25
63.4,17.8,42.1,25.4,76.7,6.67,1593.4,Chhattisgarh,cabbage,21.25
60.0,26.9,15.1,24.2,73.0,6.82,1209.2,Chhattisgarh,cabbage,21.25
51.4,40.8,43.8,30.1,65.3,6.13,1603.7,Chhattisgarh,cabbage,21.25
95.7,33.6,51.4,33.6,80.5,6.12,1315.7,Chhattisgarh,cabbage,21.25
25.0,28.4,39.8,27.7,64.5,5.12,1329.0,Chhattisgarh,cabbage,21.25
74.6,49.2,37.9,26.6,72.0,6.7,1286.0,Chhattisgarh,cabbage,21.25
13.5,56.8,35.4,23.3,66.9,6.56,1208.6,Chhattisgarh,cauliflower,17.0
49.2,36.1,43.6,24.6,72.7,5.81,1600.9,Chhattisgarh,cauliflower,17.0
81.4,36.7,43.3,23.5,74.5,6.92,1339.9,Chhattisgarh,cauliflower,17.0
78.0,39.9,39.0,25.0,74.4,6.08,1362.2,Chhattisgarh,cauliflower,17.0
66.1,56.1,45.8,21.7,64.7,6.16,1190.2,Chhattisgarh,cauliflower,17.0
79.3,13.6,54.2,30.0,71.5,6.67,1311.3,Chhattisgarh,cauliflower,17.0
63.2,53.5,37.8,28.8,63.0,6.77,1259.1,Chhattisgarh,cauliflower,17.0
68.6,29.6,44.5,26.9,82.5,6.63,1374.0,Chhattisgarh,cauliflower,17.0
51.2,43.7,44.7,25.9,66.5,6.1,1288.6,Chhattisgarh,cauliflower,17.0
46.9,43.5,32.1,26.6,62.4,7.07,1303.7,Chhattisgarh,cauliflower,17.0
60.3,47.1,57.8,27.2,58.1,7.09,1096.4,Chhattisgarh,bottle gourd,12.75
50.1,54.3,36.6,25.3,72.3,6.5,1196.0,Chhattisgarh,bottle gourd,12.75
77.6,54.7,53.9,28.7,64.4,5.87,952.5,Chhattisgarh,bottle gourd,12.75
80.7,42.3,35.8,21.2,60.5,5.62,1516.3,Chhattisgarh,bottle gourd,12.75
72.7,24.3,56.4,24.8,72.8,6.68,1285.9,Chhattisgarh,bottle gourd,12.75
53.9,40.4,37.2,27.7,72.3,6.24,1465.2,Chhattisgarh,bottle gourd,12.75
43.3,44.7,36.6,24.4,67.8,6.17,1398.8,Chhattisgarh,bottle gourd,12.75
58.1,56.4,30.5,20.4,73.2,7.36,1373.3,Chhattisgarh,bottle gourd,12.75
41.2,27.7,60.3,25.9,61.9,7.1,1277.9,Chhattisgarh,bottle gourd,12.75
19.5,65.0,45.8,22.5,81.2,5.98,1133.8,Chhattisgarh,bottle gourd,12.75
42.2,63.3,60.5,25.4,83.6,5.36,1437.1,Chhattisgarh,bitter gourd,10.2
87.3,58.1,40.8,28.7,64.3,6.51,1275.4,Chhattisgarh,bitter gourd,10.2
55.6,53.6,42.1,32.1,72.0,7.6,1484.1,Chhattisgarh,bitter gourd,10.2
58.3,42.1,31.6,27.5,62.1,7.17,1248.5,Chhattisgarh,bitter gourd,10.2
67.1,12.6,37.3,25.9,77.4,6.76,1452.7,Chhattisgarh,bitter gourd,10.2
68.9,54.8,44.2,22.9,69.3,6.48,810.2,Chhattisgarh,bitter gourd,10.2
39.7,64.5,37.3,26.7,52.6,5.83,1372.7,Chhattisgarh,bitter gourd,10.2
50.7,26.7,53.0,24.9,59.6,6.52,1177.8,Chhattisgarh,bitter gourd,10.2
43.7,39.3,33.6,22.0,74.5,6.93,1262.4,Chhattisgarh,bitter gourd,10.2
72.4,35.6,20.9,29.7,69.2,6.58,1284.1,Chhattisgarh,bitter gourd,10.2
56.4,41.7,41.6,30.8,73.5,7.09,1526.1,Chhattisgarh,pumpkin,12.75
27.8,55.3,46.5,28.5,77.9,6.37,1390.4,Chhattisgarh,pumpkin,12.75
38.8,23.1,45.3,26.8,70.0,6.1,1358.7,Chhattisgarh,pumpkin,12.75
51.5,39.4,35.1,24.6,68.3,7.09,1229.1,Chhattisgarh,pumpkin,12.75
57.5,36.8,33.6,30.7,59.1,6.46,1173.5,Chhattisgarh,pumpkin,12.75
71.3,41.6,51.8,29.2,70.7,6.87,1425.4,Chhattisgarh,pumpkin,12.75
41.7,49.3,43.0,28.5,66.7,6.07,1144.9,Chhattisgarh,pumpkin,12.75
0.0,31.5,64.4,29.5,72.5,6.98,1261.0,Chhattisgarh,pumpkin,12.75
52.2,36.5,32.6,25.0,69.9,6.53,1498.9,Chhattisgarh,pumpkin,12.75
80.5,22.2,37.1,23.7,49.1,6.54,1386.6,Chhattisgarh,pumpkin,12.75
61.4,45.2,36.7,23.9,67.1,7.18,1356.2,Chhattisgarh,bhindi,8.5
29.6,41.6,52.7,29.3,80.3,5.76,1318.9,Chhattisgarh,bhindi,8.5
53.0,47.1,31.5,24.4,70.0,6.04,1338.9,Chhattisgarh,bhindi,8.5
19.2,54.1,12.1,29.7,65.4,5.78,1325.5,Chhattisgarh,bhindi,8.5
77.7,53.9,51.3,24.4,71.6,5.61,1311.9,Chhattisgarh,bhindi,8.5
66.8,35.5,21.6,25.2,85.3,6.7,1227.3,Chhattisgarh,bhindi,8.5
56.8,44.6,24.5,22.5,64.1,6.24,1569.1,Chhattisgarh,bhindi,8.5
61.4,33.8,40.6,20.9,62.8,6.13,1146.9,Chhattisgarh,bhindi,8.5
84.7,47.9,27.9,23.2,59.9,6.41,1330.0,Chhattisgarh,bhindi,8.5
68.3,27.8,38.2,26.8,79.6,6.89,1084.7,Chhattisgarh,bhindi,8.5
22.3,38.7,33.6,24.1,63.9,6.79,1074.4,Chhattisgarh,garlic,6.8
97.0,31.4,46.3,25.0,57.9,6.43,1111.9,Chhattisgarh,garlic,6.8
62.9,39.7,33.1,27.5,78.3,6.45,1190.7,Chhattisgarh,garlic,6.8
68.0,45.3,37.2,31.1,67.6,7.24,1201.8,Chhattisgarh,garlic,6.8
77.0,37.4,42.7,20.9,87.3,6.66,1452.5,Chhattisgarh,garlic,6.8
32.4,42.1,38.2,23.8,80.3,6.57,1291.9,Chhattisgarh,garlic,6.8
72.5,29.7,41.6,27.3,71.1,7.01,1236.3,Chhattisgarh,garlic,6.8
49.4,32.6,33.4,30.3,69.4,7.01,1340.7,Chhattisgarh,garlic,6.8
42.5,21.9,25.5,24.3,78.2,7.15,1313.9,Chhattisgarh,garlic,6.8
78.5,33.3,33.7,29.3,71.3,6.87,1307.7,Chhattisgarh,garlic,6.8
52.5,37.4,43.1,27.7,62.5,6.44,1071.9,Chhattisgarh,ginger,8.5
53.0,29.0,9.5,33.6,63.8,6.03,1543.4,Chhattisgarh,ginger,8.5
36.6,22.6,37.9,25.5,64.9,6.04,1271.7,Chhattisgarh,ginger,8.5
92.7,20.7,48.4,31.6,65.0,6.69,1281.7,Chhattisgarh,ginger,8.5
25.6,54.6,40.4,25.4,57.8,6.76,1322.8,Chhattisgarh,ginger,8.5
72.1,46.7,31.9,16.7,69.1,6.41,1324.6,Chhattisgarh,ginger,8.5
90.4,39.4,46.9,28.1,58.9,5.85,1473.0,Chhattisgarh,ginger,8.5
42.4,44.4,29.8,29.2,72.0,6.35,1400.0,Chhattisgarh,ginger,8.5
65.2,31.3,40.1,29.0,78.9,6.44,1568.0,Chhattisgarh,ginger,8.5
45.1,21.3,25.9,27.0,70.1,6.56,1199.8,Chhattisgarh,ginger,8.5
104.5,58.1,28.6,26.7,70.4,6.84,1071.4,Chhattisgarh,coriander,2.55
25.7,25.4,55.0,25.0,76.5,6.79,1273.0,Chhattisgarh,coriander,2.55
76.5,25.3,35.3,20.3,70.8,6.1,1628.5,Chhattisgarh,coriander,2.55
61.2,49.8,46.5,26.8,77.9,6.52,1371.3,Chhattisgarh,coriander,2.55
107.2,42.3,34.7,24.9,69.3,6.56,1308.9,Chhattisgarh,coriander,2.55
28.4,12.8,30.3,27.2,70.5,6.73,1354.5,Chhattisgarh,coriander,2.55
50.0,27.8,45.2,27.7,61.3,6.81,1443.6,Chhattisgarh,coriander,2.55
75.8,51.6,32.5,29.6,68.7,7.52,1434.1,Chhattisgarh,coriander,2.55
68.6,60.6,34.9,28.7,87.9,6.91,1322.7,Chhattisgarh,coriander,2.55
54.6,28.4,37.1,24.5,68.2,6.44,1448.3,Chhattisgarh,coriander,2.55
51.8,32.8,48.9,29.1,68.1,6.8,1260.7,Chhattisgarh,drumstick,10.2
55.7,58.6,38.6,25.8,70.1,5.52,1274.8,Chhattisgarh,drumstick,10.2
65.1,63.8,40.9,28.3,72.8,7.63,1450.4,Chhattisgarh,drumstick,10.2
31.0,54.7,30.6,25.0,59.6,7.41,1478.0,Chhattisgarh,drumstick,10.2
84.6,52.4,46.9,26.0,71.6,6.24,1172.3,Chhattisgarh,drumstick,10.2
47.2,68.3,36.2,30.0,86.6,6.89,1181.8,Chhattisgarh,drumstick,10.2
45.3,41.4,62.6,31.3,74.3,6.4,1356.9,Chhattisgarh,drumstick,10.2
63.8,42.2,31.2,24.3,72.6,5.92,1206.2,Chhattisgarh,drumstick,10.2
60.6,44.0,51.2,23.2,60.0,7.15,1551.5,Chhattisgarh,drumstick,10.2
39.1,29.9,45.5,27.1,70.5,6.11,1408.0,Chhattisgarh,drumstick,10.2
55.3,36.8,28.7,29.4,67.1,6.48,1478.5,Chhattisgarh,sweet potato,12.75
39.1,39.0,24.4,25.4,80.3,5.73,1335.4,Chhattisgarh,sweet potato,12.75
92.1,46.6,34.2,23.7,54.6,7.28,1236.9,Chhattisgarh,sweet potato,12.75
24.0,27.7,29.2,25.5,89.1,6.96,1372.6,Chhattisgarh,sweet potato,12.75
83.9,62.0,45.3,31.3,64.9,6.07,1145.3,Chhattisgarh,sweet potato,12.75
65.9,8.4,53.2,25.5,76.6,5.8,1466.7,Chhattisgarh,sweet potato,12.75
87.7,41.2,45.3,23.9,70.4,6.99,1254.5,Chhattisgarh,sweet potato,12.75
90.5,18.6,36.7,21.2,72.5,6.39,1273.6,Chhattisgarh,sweet potato,12.75
74.8,36.6,68.1,29.4,70.2,6.16,1163.4,Chhattisgarh,sweet potato,12.75
68.7,33.7,49.9,26.8,69.4,6.56,1277.2,Chhattisgarh,sweet potato,12.75
65.5,64.8,45.4,28.3,76.3,6.45,1155.5,Chhattisgarh,tapioca,21.25
0.0,15.4,47.5,28.1,68.8,7.68,1294.9,Chhattisgarh,tapioca,21.25
12.8,49.0,51.6,29.2,79.4,5.62,1314.2,Chhattisgarh,tapioca,21.25
43.4,46.3,55.2,25.9,75.2,6.06,1297.4,Chhattisgarh,tapioca,21.25
49.7,61.6,29.2,27.3,81.0,5.53,1364.7,Chhattisgarh,tapioca,21.25
62.2,31.8,52.2,32.1,75.3,6.35,1083.0,Chhattisgarh,tapioca,21.25
63.6,38.2,39.1,25.5,65.3,6.51,1115.3,Chhattisgarh,tapioca,21.25
80.7,30.8,41.1,26.0,75.2,6.8,1376.1,Chhattisgarh,tapioca,21.25
36.6,37.7,56.0,26.0,78.4,6.49,1253.5,Chhattisgarh,tapioca,21.25
63.7,30.0,49.0,24.4,74.4,7.04,1363.9,Chhattisgarh,tapioca,21.25
71.5,46.9,37.7,25.4,67.8,6.12,1444.6,Jharkhand,rice,2.25
94.8,55.5,47.4,30.4,66.6,7.14,1486.4,Jharkhand,rice,2.25
80.6,47.2,55.4,28.0,74.1,6.27,1211.4,Jharkhand,rice,2.25
81.6,33.6,52.3,20.7,74.5,6.36,1284.1,Jharkhand,rice,2.25
75.9,16.2,40.6,23.4,65.2,8.06,1141.7,Jharkhand,rice,2.25
85.9,37.0,35.9,22.0,81.0,7.1,1257.0,Jharkhand,rice,2.25
93.7,34.6,41.0,28.0,64.0,6.13,1353.7,Jharkhand,rice,2.25
80.6,34.2,67.3,23.5,79.6,6.8,1229.2,Jharkhand,rice,2.25
86.9,36.6,45.7,28.5,67.5,6.71,1263.6,Jharkhand,rice,2.25
82.6,46.1,41.3,20.5,78.2,7.5,1370.9,Jharkhand,rice,2.25
70.8,47.1,56.5,29.8,79.3,7.02,1451.3,Jharkhand,wheat,2.7
81.8,35.4,41.2,25.0,74.3,5.92,1426.7,Jharkhand,wheat,2.7
49.8,49.1,56.7,28.7,64.8,7.11,1455.7,Jharkhand,wheat,2.7
105.6,48.7,55.3,24.7,65.2,7.23,1481.7,Jharkhand,wheat,2.7
70.5,32.9,46.2,26.1,73.9,7.24,1504.3,Jharkhand,wheat,2.7
80.1,35.0,37.7,24.2,71.0,6.54,1313.3,Jharkhand,wheat,2.7
81.1,38.6,48.2,31.5,70.7,6.46,1396.0,Jharkhand,wheat,2.7
68.1,43.5,38.2,22.8,65.0,6.47,1193.7,Jharkhand,wheat,2.7
99.2,49.3,54.4,21.9,69.6,7.01,1597.9,Jharkhand,wheat,2.7
68.7,32.1,46.9,24.0,85.6,7.07,1307.1,Jharkhand,wheat,2.7
75.8,43.7,26.8,26.1,68.1,6.82,1215.4,Jharkhand,maize,2.85
90.2,50.4,46.6,29.8,56.9,6.72,1343.3,Jharkhand,maize,2.85
78.9,35.2,30.8,28.7,78.3,7.4,1644.4,Jharkhand,maize,2.85
56.8,43.5,47.5,28.9,83.4,5.99,1268.9,Jharkhand,maize,2.85
100.6,28.3,34.2,27.3,88.4,5.66,1358.9,Jharkhand,maize,2.85
88.3,59.7,49.5,20.5,61.7,7.19,1416.0,Jharkhand,maize,2.85
63.1,49.9,48.1,18.5,55.2,6.66,1655.3,Jharkhand,maize,2.85
84.0,20.5,28.9,27.9,77.9,6.4,1277.4,Jharkhand,maize,2.85
91.9,56.0,51.9,23.1,79.2,6.32,1259.8,Jharkhand,maize,2.85
70.4,45.2,50.7,19.9,66.2,6.27,1505.5,Jharkhand,maize,2.85
18.1,41.7,41.5,26.1,84.3,7.12,1632.4,Jharkhand,chickpea,0.75
41.5,49.6,38.3,27.7,78.5,7.26,1525.3,Jharkhand,chickpea,0.75
29.0,58.9,23.4,26.6,80.1,6.63,1414.6,Jharkhand,chickpea,0.75
29.9,62.3,32.3,26.6,67.6,7.13,1592.9,Jharkhand,chickpea,0.75
24.8,37.9,33.5,24.4,68.5,6.93,1275.0,Jharkhand,chickpea,0.75
15.5,45.7,27.2,29.4,69.5,7.4,1411.6,Jharkhand,chickpea,0.75
10.3,42.3,48.7,23.7,90.2,7.47,1427.5,Jharkhand,chickpea,0.75
26.9,55.5,43.8,25.9,68.6,6.49,1472.1,Jharkhand,chickpea,0.75
25.5,36.6,30.4,25.8,64.1,7.22,1107.0,Jharkhand,chickpea,0.75
20.7,33.4,36.6,23.1,67.5,8.33,1479.7,Jharkhand,chickpea,0.75
72.0,55.6,45.1,21.8,61.5,5.15,1380.3,Jharkhand,kidneybeans,0.72
38.8,33.2,36.8,24.2,71.7,6.36,1292.6,Jharkhand,kidneybeans,0.72
29.0,42.9,61.8,26.8,90.2,6.22,1312.1,Jharkhand,kidneybeans,0.72
59.6,38.0,51.6,19.4,68.4,7.33,1275.5,Jharkhand,kidneybeans,0.72
78.6,47.2,39.3,26.9,71.3,5.44,1419.0,Jharkhand,kidneybeans,0.72
47.7,23.5,43.9,27.0,79.9,6.37,1478.8,Jharkhand,kidneybeans,0.72
60.4,44.1,44.3,22.0,75.0,6.55,1309.3,Jharkhand,kidneybeans,0.72
62.3,70.6,20.8,25.6,78.5,5.88,1405.7,Jharkhand,kidneybeans,0.72
66.0,20.9,34.2,31.4,59.3,6.28,1325.2,Jharkhand,kidneybeans,0.72
60.1,35.0,40.8,25.9,77.7,6.92,1415.9,Jharkhand,kidneybeans,0.72
64.7,21.2,41.2,29.3,59.1,5.84,1573.8,Jharkhand,pigeonpeas,0.95
30.0,38.8,34.5,30.3,74.4,6.9,1358.4,Jharkhand,pigeonpeas,0.95
99.9,31.1,43.4,29.8,83.9,6.37,1046.2,Jharkhand,pigeonpeas,0.95
52.3,60.9,32.4,26.9,69.5,6.46,1546.8,Jharkhand,pigeonpeas,0.95
65.1,64.5,49.8,26.4,71.2,6.67,1165.0,Jharkhand,pigeonpeas,0.95
38.8,49.1,49.2,22.0,78.9,6.41,1225.3,Jharkhand,pigeonpeas,0.95
53.7,50.7,46.1,26.9,75.0,5.93,1432.0,Jharkhand,pigeonpeas,0.95
50.9,64.3,36.2,32.7,70.7,6.45,1305.9,Jharkhand,pigeonpeas,0.95
34.8,55.9,41.0,27.9,84.9,6.43,1336.1,Jharkhand,pigeonpeas,0.95
62.9,24.6,21.7,21.5,81.9,6.34,1467.7,Jharkhand,pigeonpeas,0.95
54.8,21.1,48.7,23.3,76.6,6.96,1343.4,Jharkhand,mothbeans,0.36
69.5,22.9,69.3,27.3,78.2,6.97,1329.1,Jharkhand,mothbeans,0.36
61.6,53.0,36.3,27.2,75.7,6.13,1416.6,Jharkhand,mothbeans,0.36
26.1,51.0,55.7,28.7,84.0,6.12,1316.3,Jharkhand,mothbeans,0.36
62.5,41.5,35.6,23.3,85.8,6.08,1598.5,Jharkhand,mothbeans,0.36
69.9,42.4,45.4,30.6,51.0,6.68,1372.4,Jharkhand,mothbeans,0.36
63.7,51.3,33.9,22.5,60.9,6.05,1453.1,Jharkhand,mothbeans,0.36
70.1,50.6,35.4,24.8,85.2,7.01,1462.8,Jharkhand,mothbeans,0.36
23.5,63.5,39.1,26.5,75.6,6.58,1324.2,Jharkhand,mothbeans,0.36
62.9,47.6,48.5,29.7,63.2,6.23,1477.9,Jharkhand,mothbeans,0.36
12.4,46.6,28.7,27.7,65.2,6.32,1306.4,Jharkhand,mungbean,0.63
27.0,54.6,43.3,26.6,63.1,7.79,1337.2,Jharkhand,mungbean,0.63
